FID,id,country,latitude,longitude,area_type,sexes,number_males,number_males_deficient,number_females,number_females_deficient,citation,area_size,country_id,malaria_metrics_available
G6PD_Data.1414,1414,Portugal,41.554,-8.304,Admin1 centroid,Male,398,0,,,"Martins, M. C., G. Olim, et al. (1993). ""Hereditary anaemias in Portugal: epidemiology, public health significance, and control."" J Med Genet 30(3): 235-239.",2919,PRT,true
G6PD_Data.1415,1415,Portugal,39.721,-8.767,Admin1 centroid,Male,428,4,,,"Martins, M. C., G. Olim, et al. (1993). ""Hereditary anaemias in Portugal: epidemiology, public health significance, and control."" J Med Genet 30(3): 235-239.",3668,PRT,true
G6PD_Data.1417,1417,Portugal,41.226,-8.348,Admin1 centroid,Male,2024,1,,,"Martins, M. C., G. Olim, et al. (1993). ""Hereditary anaemias in Portugal: epidemiology, public health significance, and control."" J Med Genet 30(3): 235-239.",2509,PRT,true
G6PD_Data.1418,1418,Portugal,41.877,-8.501,Admin1 centroid,Male,376,0,,,"Martins, M. C., G. Olim, et al. (1993). ""Hereditary anaemias in Portugal: epidemiology, public health significance, and control."" J Med Genet 30(3): 235-239.",2404,PRT,true
G6PD_Data.1419,1419,Russia,57.768,40.941,Small polygon,Both,523,2,429,3,"Krasnopolskaya, X. D. and T. L. Shatskaya (1987). ""Distribution of Gd- alleles in some ethnic groups of the USSR."" Hum Genet 75(3): 258-263.",24,RUS,true
G6PD_Data.1420,1420,Samoa,-13.7386,-172.1675,Admin0 centroid,Both,74,0,67,0,"Nixon, A. D. and J. G. Bucha (1969). ""Survey for erythrocyte glucose-6-phosphate dehydrogenase deficiency in Polynesians."" Am J Hum Genet 21(3): 305-309.",2400,WSM,true
G6PD_Data.1421,1421,Sao Tome and Principe,0.4456,6.7268,Admin0 centroid,Both,11,0,41,9,"Manco, L., L. R. Botigue, et al. (2007). ""G6PD deficient alleles and haplotype analysis of human G6PD locus in Sao Tome e Principe (West Africa)."" Hum Biol 79(6): 679-686.",820,STP,true
G6PD_Data.1422,1422,Saudi Arabia,24.609,46.8458,Digitised polygon,Male,383,35,,,"El-Hazmi, M. A. and A. S. Warsy (1987). ""Interaction between glucose-6-phosphate dehydrogenase deficiency and sickle cell gene in Saudi Arabia."" Trop Geogr Med 39(1): 32-35.",1498,SAU,true
G6PD_Data.1423,1423,Saudi Arabia,26.614,37.922,Point,Both,225,22,177,14,"El-Hazmi, M. A. F. and A. S. Warsy (1997). ""Phenotypes of glucose-6-phosphate dehydrogenase in different regions of Saudi Arabia - A comparative assessment."" Saudi Medical Journal 18(4): 393-399.",10,SAU,true
G6PD_Data.1424,1424,Saudi Arabia,25.571,39.466,Point,Both,182,37,162,22,"El-Hazmi, M. A. F. and A. S. Warsy (1997). ""Phenotypes of glucose-6-phosphate dehydrogenase in different regions of Saudi Arabia - A comparative assessment."" Saudi Medical Journal 18(4): 393-399.",10,SAU,true
G6PD_Data.1425,1425,Saudi Arabia,19.125,41.077,Point,Both,432,61,195,39,"El-Hazmi, M. A. F. and A. S. Warsy (1997). ""Phenotypes of glucose-6-phosphate dehydrogenase in different regions of Saudi Arabia - A comparative assessment."" Saudi Medical Journal 18(4): 393-399.",10,SAU,true
G6PD_Data.1426,1426,Saudi Arabia,20.006,42.604,Point,Both,469,71,351,51,"El-Hazmi, M. A. F. and A. S. Warsy (1997). ""Phenotypes of glucose-6-phosphate dehydrogenase in different regions of Saudi Arabia - A comparative assessment."" Saudi Medical Journal 18(4): 393-399.",10,SAU,true
G6PD_Data.1427,1427,Saudi Arabia,26.561,50.006,Wide area,Both,1370,483,1279,272,"Nasserullah, Z., A. Al Jame, et al. (1998). ""Neonatal screening for sickle cell disease, glucose-6-phosphate dehydrogenase deficiency and a-thalassemia in Qatif and Al Hasa."" Ann Saudi Med 18(4): 289-292.",20,SAU,true
G6PD_Data.1428,1428,Saudi Arabia,25.368,49.586,Wide area,Both,4744,922,4722,390,"Nasserullah, Z., A. Al Jame, et al. (1998). ""Neonatal screening for sickle cell disease, glucose-6-phosphate dehydrogenase deficiency and a-thalassemia in Qatif and Al Hasa."" Ann Saudi Med 18(4): 289-292.",20,SAU,true
G6PD_Data.1430,1430,Saudi Arabia,26.649,49.962,Point,Male,31,11,,,"Gelpi, A. P. (1967). ""Glucose-6-phosphate dehydrogenase deficiency, the sickling trait, and malaria in Saudi Arab children."" J Pediatr 71(1): 138-146.",10,SAU,true
G6PD_Data.1431,1431,Saudi Arabia,26.567,49.948,Point,Male,72,22,,,"Gelpi, A. P. (1967). ""Glucose-6-phosphate dehydrogenase deficiency, the sickling trait, and malaria in Saudi Arab children."" J Pediatr 71(1): 138-146.",10,SAU,true
G6PD_Data.1432,1432,Saudi Arabia,26.484,50.049,Point,Male,38,15,,,"Gelpi, A. P. (1967). ""Glucose-6-phosphate dehydrogenase deficiency, the sickling trait, and malaria in Saudi Arab children."" J Pediatr 71(1): 138-146.",10,SAU,true
G6PD_Data.1434,1434,Saudi Arabia,26.578,50.086,Point,Male,40,14,,,"Gelpi, A. P. (1967). ""Glucose-6-phosphate dehydrogenase deficiency, the sickling trait, and malaria in Saudi Arab children."" J Pediatr 71(1): 138-146.",10,SAU,true
G6PD_Data.1435,1435,Saudi Arabia,25.433,49.666,Point,Male,110,31,,,"Gelpi, A. P. (1967). ""Glucose-6-phosphate dehydrogenase deficiency, the sickling trait, and malaria in Saudi Arab children."" J Pediatr 71(1): 138-146.",10,SAU,true
G6PD_Data.1436,1436,Saudi Arabia,25.365,49.715,Point,Male,14,4,,,"Gelpi, A. P. (1967). ""Glucose-6-phosphate dehydrogenase deficiency, the sickling trait, and malaria in Saudi Arab children."" J Pediatr 71(1): 138-146.",10,SAU,true
G6PD_Data.1437,1437,Saudi Arabia,25.384,49.732,Point,Male,27,9,,,"Gelpi, A. P. (1967). ""Glucose-6-phosphate dehydrogenase deficiency, the sickling trait, and malaria in Saudi Arab children."" J Pediatr 71(1): 138-146.",10,SAU,true
G6PD_Data.1438,1438,Saudi Arabia,24.167,47.5,Small polygon,Male,3291,63,,,"Saleem, T. H., B. S. Mendis, et al. (1991). ""Glucose-6-phosphate dehydrogenase deficiency in a rural Saudi population."" J Trop Med Hyg 94(5): 327-328.",100,SAU,true
G6PD_Data.1439,1439,Saudi Arabia,24.713,46.621,Point,Both,527,19,512,1,"al-Nuaim, L., Z. A. Talib, et al. (1997). ""Sickle cell and G-6-PD deficiency gene in cord blood samples: experience at King Khalid University Hospital, Riyadh."" J Trop Pediatr 43(2): 71-74.",10,SAU,true
G6PD_Data.1440,1440,Saudi Arabia,24.085,38.057,Point,Both,1278,39,1227,11,"Muzaffer, M. A. (2005). ""Neonatal screening of glucose-6-phosphate dehydrogenase deficiency in Yanbu, Saudi Arabia."" J Med Screen 12(4): 170-171.",10,SAU,true
G6PD_Data.1441,1441,Senegal,14.754,-17.274,Admin1 centroid,Both,61,13,22,3,"Oudart, J. L., G. Tchernia, et al. (1971). ""[Erythrocyte glucose-6-phosphate dehydrogenase deficiency in African newborn infants in Dakar]."" Afr J Med Sci 2(2): 87-100.",480,SEN,true
G6PD_Data.1442,1442,Senegal,14.498,-16.506,Multiple points,Both,210,25,220,43,"De Araujo, C., F. Migot-Nabias, et al. (2006). ""The role of the G6PD AEth376G/968C allele in glucose-6-phosphate dehydrogenase deficiency in the seerer population of Senegal."" Haematologica 91(2): 262-263.",25,SEN,true
G6PD_Data.1443,1443,Singapore,1.361,103.82,Admin0 centroid,Male,35714,770,,,"Chan, Y. K., M. T. Tay, et al. (1992). ""Xq28: epidemiology and sex-linkage between red-green colour blindness and G6PD deficiency."" Ann Acad Med Singapore 21(3): 318-322.",480,SGP,true
G6PD_Data.1637,1637,Turkey,39.691,28.149,Point,Both,30,2,19,1,"Turan, Y. (2006). ""Prevalence of erythrocyte glucose-6-phosphate dehydrogenase (G6PD) deficiency in the population of western Turkey."" Arch Med Res 37(7): 880-882.",10,TUR,true
G6PD_Data.1485,1485,Spain,40.419,-3.707,Large polygon,Both,629,5,437,0,"Garcia, S. C., A. C. Moragon, et al. (1979). ""Frequency of glutathione reductase, pyruvate kinase and glucose-6-phosphate dehydrogenase deficiency in a Spanish population."" Hum Hered 29(5): 310-313.",140,ESP,true
G6PD_Data.1486,1486,Spain,39.6128,2.9543,Digitised polygon,Both,979,5,1096,1,"Miguel, A., M. Ramon, et al. (1983). ""Population screening for glucose-6-phosphate dehydrogenase deficiency on the Baleares."" Hum Genet 64(2): 176-179.",3803,ESP,true
G6PD_Data.1487,1487,Spain,39.9649,4.0659,Digitised polygon,Male,1139,11,,,"Cladera Serra, A., E. Oliva Berini, et al. (1997). ""[Prevalence of glucose-6-phosphate dehydrogenase deficiency in a student population on the island of Menorca]."" Sangre (Barc) 42(5): 363-367.",745,ESP,true
G6PD_Data.1702,1702,Uganda,1.08,34.167,Point,Male,100,14,,,"Lothe, F. (1967). ""Erythrocyte glucose-6-phosphate dehydrogenase deficiency in Uganda."" Nature 215(5098): 299-300.",10,UGA,true
G6PD_Data.1616,1616,Turkey,39.929,32.854,Large polygon,Male,1000,5,,,"Say, B., P. Ozand, et al. (1965). ""Erythrocyte Glucose-6-Phosphate Dehydrogenase Deficiency in Turkey."" Acta Paediatr Scand 54: 319-324.",150,TUR,true
G6PD_Data.1569,1569,Sri Lanka,8.233,80.282,Point,Male,113,8,,,"Abeyaratne, K. P., S. Premawansa, et al. (1976). ""A survey of glucose-6-phosphate-dehydrogenase deficiency in the North Central Province of Sri Lanka (formerly Ceylon)."" Am J Phys Anthropol 44(1): 135-138.",10,LKA,true
G6PD_Data.1570,1570,Sri Lanka,7.867,80.717,Point,Male,107,4,,,"Abeyaratne, K. P., S. Premawansa, et al. (1976). ""A survey of glucose-6-phosphate-dehydrogenase deficiency in the North Central Province of Sri Lanka (formerly Ceylon)."" Am J Phys Anthropol 44(1): 135-138.",10,LKA,true
G6PD_Data.1571,1571,Sri Lanka,8.316,80.414,Wide area,Male,433,14,,,"Abeyaratne, K. P., S. Premawansa, et al. (1976). ""A survey of glucose-6-phosphate-dehydrogenase deficiency in the North Central Province of Sri Lanka (formerly Ceylon)."" Am J Phys Anthropol 44(1): 135-138.",12,LKA,true
G6PD_Data.1572,1572,Sudan,12.6973,24.1364,Point,Both,135,42,149,29,"Bayoumi, R. A., T. S. Taha, et al. (1985). ""A study of some genetic characteristics of the Fur and Baggara tribes of the Sudan."" Am J Phys Anthropol 67(4): 363-370.",10,SDN,true
G6PD_Data.1573,1573,Sudan,21.8864,31.0433,Digitised point,Male,100,3,,,"Omer, A., M. Ali, et al. (1972). ""Incidence of G-6-PD deficiency and abnormal haemoglobins in the indigenous and immigrant tribes of the Sudan."" Trop Geogr Med 24(4): 401-405.",10,SDN,true
G6PD_Data.1574,1574,Sudan,10.2271,29.4015,Digitised point,Male,105,15,,,"Omer, A., M. Ali, et al. (1972). ""Incidence of G-6-PD deficiency and abnormal haemoglobins in the indigenous and immigrant tribes of the Sudan."" Trop Geogr Med 24(4): 401-405.",10,SDN,true
G6PD_Data.1575,1575,Sudan,10.7744,34.089,Digitised point,Male,100,0,,,"Omer, A., M. Ali, et al. (1972). ""Incidence of G-6-PD deficiency and abnormal haemoglobins in the indigenous and immigrant tribes of the Sudan."" Trop Geogr Med 24(4): 401-405.",10,SDN,true
G6PD_Data.1576,1576,Sudan,18.8645,37.2299,Digitised point,Male,100,0,,,"Omer, A., M. Ali, et al. (1972). ""Incidence of G-6-PD deficiency and abnormal haemoglobins in the indigenous and immigrant tribes of the Sudan."" Trop Geogr Med 24(4): 401-405.",10,SDN,true
G6PD_Data.1577,1577,Sudan,13.2728,33.6131,Digitised point,Male,100,21,,,"Omer, A., M. Ali, et al. (1972). ""Incidence of G-6-PD deficiency and abnormal haemoglobins in the indigenous and immigrant tribes of the Sudan."" Trop Geogr Med 24(4): 401-405.",10,SDN,true
G6PD_Data.1578,1578,Sudan,15.581,32.447,Point,Male,54,6,,,"Omer, A., M. Ali, et al. (1972). ""Incidence of G-6-PD deficiency and abnormal haemoglobins in the indigenous and immigrant tribes of the Sudan."" Trop Geogr Med 24(4): 401-405.",10,SDN,true
G6PD_Data.1579,1579,Sudan,15.579,32.523,Small polygon,Both,401,40,196,10,"Samuel, A. P., N. Saha, et al. (1981). ""Quantitative expression of G6PD activity of different phenotypes of G6PD and haemoglobin in a Sudanese population."" Hum Hered 31(2): 110-115.",30,SDN,true
G6PD_Data.1580,1580,Suriname,5.451,-55.084,Multiple points,Both,96,0,121,0,"Geerdink, R. A., K. Okhura, et al. (1975). ""Serum factors and red cell enzymes in Carib and Arowak Indians from Surinam."" Trop Geogr Med 27(3): 269-273.",2827,SUR,true
G6PD_Data.1581,1581,Suriname,3.501,-55.067,Point,Both,37,2,44,0,"Geerdink, R. A., H. A. Bartstra, et al. (1974). ""Serum proteins and red cell enzymes in Trio and Wajana Indians from Surinam."" American Journal of Human Genetics 26(5): 581-587.",10,SUR,true
G6PD_Data.1582,1582,Suriname,3.4119,-54.033,Point,Both,104,3,110,2,"Geerdink, R. A., H. A. Bartstra, et al. (1974). ""Serum proteins and red cell enzymes in Trio and Wajana Indians from Surinam."" American Journal of Human Genetics 26(5): 581-587.",10,SUR,true
G6PD_Data.1583,1583,Suriname,3.1539,-55.7119,Point,Both,92,4,96,2,"Geerdink, R. A., H. A. Bartstra, et al. (1974). ""Serum proteins and red cell enzymes in Trio and Wajana Indians from Surinam."" American Journal of Human Genetics 26(5): 581-587.",10,SUR,true
G6PD_Data.1584,1584,Suriname,2.535,-56.335,Point,Both,155,4,166,2,"Geerdink, R. A., H. A. Bartstra, et al. (1974). ""Serum proteins and red cell enzymes in Trio and Wajana Indians from Surinam."" American Journal of Human Genetics 26(5): 581-587.",10,SUR,true
G6PD_Data.1695,1695,Uganda,0.324,32.575,Small polygon,Both,40,6,46,5,"Allison, A. C. (1960). ""Glucose-6-phosphate dehydrogenase deficiency in red blood cells of East Africans."" Nature 186: 531-532.",35,UGA,true
G6PD_Data.1589,1589,Thailand,12.24,102.512,Point,Male,518,83,,,"Castaneda, B. F., E. J. Colwell, et al. (1972). ""Investigations of the fluorescent spot test for erythrocyte glucose-6-phosphate dehydrogenase deficiency in southeast Thailand."" J Med Assoc Thai 55(6): 331-338.",10,THA,true
G6PD_Data.1701,1701,Uganda,-0.605,30.648,Point,Male,100,9,,,"Lothe, F. (1967). ""Erythrocyte glucose-6-phosphate dehydrogenase deficiency in Uganda."" Nature 215(5098): 299-300.",10,UGA,true
G6PD_Data.1590,1590,Thailand,12.285,102.632,Point,Male,125,16,,,"Castaneda, B. F., E. J. Colwell, et al. (1972). ""Investigations of the fluorescent spot test for erythrocyte glucose-6-phosphate dehydrogenase deficiency in southeast Thailand."" J Med Assoc Thai 55(6): 331-338.",10,THA,true
G6PD_Data.1591,1591,Thailand,13.75,100.516,Large polygon,Male,839,62,,,"Flatz, G. and S. Sringam (1963). ""Malaria and Glucose-6-Phosphate Dehydrogenase Deficiency in Thailand."" Lancet 2(7320): 1248-1250.",160,THA,true
G6PD_Data.826,826,Philippines,13.283,123.55,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1592,1592,Thailand,18.4613,98.8018,Digitised polygon,Male,564,67,,,"Flatz, G. and S. Sringam (1963). ""Malaria and Glucose-6-Phosphate Dehydrogenase Deficiency in Thailand."" Lancet 2(7320): 1248-1250.",1644,THA,true
G6PD_Data.1593,1593,Thailand,18.5642,98.928,Digitised polygon,Male,342,61,,,"Flatz, G. and S. Sringam (1963). ""Malaria and Glucose-6-Phosphate Dehydrogenase Deficiency in Thailand."" Lancet 2(7320): 1248-1250.",3686,THA,true
G6PD_Data.1594,1594,Thailand,18.543,98.5128,Digitised polygon,Male,102,0,,,"Flatz, G. and S. Sringam (1963). ""Malaria and Glucose-6-Phosphate Dehydrogenase Deficiency in Thailand."" Lancet 2(7320): 1248-1250.",846,THA,true
G6PD_Data.1595,1595,Thailand,7.96,98.347,Admin1 centroid,Both,123,12,222,23,"Ninokata, A., R. Kimura, et al. (2006). ""Coexistence of five G6PD variants indicates ethnic complexity of Phuket islanders, Southern Thailand."" J Hum Genet 51(5): 424-428.",462,THA,true
G6PD_Data.1596,1596,Thailand,15.117,98.446,Point,Male,5,0,,,"Nuchprayoon, I., C. Louicharoen, et al. (2008). ""Glucose-6-phosphate dehydrogenase mutations in Mon and Burmese of southern Myanmar."" J Hum Genet 53(1): 48-54.",10,THA,true
G6PD_Data.1597,1597,Thailand,13.731,100.536,Point,Both,350,39,172,10,"Nuchprayoon, I., S. Sanpavat, et al. (2002). ""Glucose-6-phosphate dehydrogenase (G6PD) mutations in Thailand: G6PD Viangchan (871G>A) is the most common deficiency variant in the Thai population."" Hum Mutat 19(2): 185.",10,THA,true
G6PD_Data.1598,1598,Thailand,13.751,100.56,Large polygon,Both,680,51,647,101,"Flatz, G., S. Sringam, et al. (1963). ""Glucose-6-Phosphate Dehydrogenase Deficiency and Neonatal Jaundice."" Arch Dis Childh 38(202): 566-570.",140,THA,true
G6PD_Data.1599,1599,Thailand,17.408,102.789,Point,Male,275,34,,,"Tuchinda, S., D. L. Rucknagel, et al. (1968). ""The Thai variant and the distribution of alleles of 6-phosphogluconate dehydrogenase and the distribution of glucose 6-phosphate dehydrogenase deficiency in Thailand."" Biochem Genet 2(3): 253-264.",10,THA,true
G6PD_Data.1600,1600,Thailand,16.538,102.1,Point,Male,143,25,,,"Tuchinda, S., D. L. Rucknagel, et al. (1968). ""The Thai variant and the distribution of alleles of 6-phosphogluconate dehydrogenase and the distribution of glucose 6-phosphate dehydrogenase deficiency in Thailand."" Biochem Genet 2(3): 253-264.",10,THA,true
G6PD_Data.1601,1601,Thailand,14.618,101.448,Admin2 centroid,Male,79,10,,,"Tuchinda, S., D. L. Rucknagel, et al. (1968). ""The Thai variant and the distribution of alleles of 6-phosphogluconate dehydrogenase and the distribution of glucose 6-phosphate dehydrogenase deficiency in Thailand."" Biochem Genet 2(3): 253-264.",1555,THA,true
G6PD_Data.1602,1602,Thailand,16.727,101.313,Admin2 centroid,Male,129,19,,,"Tuchinda, S., D. L. Rucknagel, et al. (1968). ""The Thai variant and the distribution of alleles of 6-phosphogluconate dehydrogenase and the distribution of glucose 6-phosphate dehydrogenase deficiency in Thailand."" Biochem Genet 2(3): 253-264.",1249,THA,true
G6PD_Data.1603,1603,Thailand,14.624,101.018,Admin1 centroid,Male,106,15,,,"Tuchinda, S., D. L. Rucknagel, et al. (1968). ""The Thai variant and the distribution of alleles of 6-phosphogluconate dehydrogenase and the distribution of glucose 6-phosphate dehydrogenase deficiency in Thailand."" Biochem Genet 2(3): 253-264.",2946,THA,true
G6PD_Data.1604,1604,Thailand,13.764,100.54,Point,Both,11469,1047,13245,220,"Ratrisawadi, V., S. Horpaopan, et al. (1999). ""Neonatal screening program in Rajavithi Hospital, Thailand."" Southeast Asian J Trop Med Public Health 30 Suppl 2: 28-32.",10,THA,true
G6PD_Data.1605,1605,Thailand,16.7346,98.7292,Point,Male,4,0,,,"Nuchprayoon, I., C. Louicharoen, et al. (2008). ""Glucose-6-phosphate dehydrogenase mutations in Mon and Burmese of southern Myanmar."" J Hum Genet 53(1): 48-54.",10,THA,true
G6PD_Data.1635,1635,Turkey,39.501,27.816,Point,Both,4,1,6,0,"Turan, Y. (2006). ""Prevalence of erythrocyte glucose-6-phosphate dehydrogenase (G6PD) deficiency in the population of western Turkey."" Arch Med Res 37(7): 880-882.",10,TUR,true
G6PD_Data.1606,1606,Togo,6.874,0.749,Multiple points,Male,157,35,,,"Bienzle, U., V. C. Okoye, et al. (1972). ""Haemoglobin and glucose-6-phosphate dehydrogenase variants: distribution in relation to malaria endemicity in a Togolese population."" Z Tropenmed Parasitol 23(1): 56-62.",314,TGO,true
G6PD_Data.1607,1607,Togo,6.851,0.75,Multiple points,Male,147,25,,,"Bienzle, U., V. C. Okoye, et al. (1972). ""Haemoglobin and glucose-6-phosphate dehydrogenase variants: distribution in relation to malaria endemicity in a Togolese population."" Z Tropenmed Parasitol 23(1): 56-62.",79,TGO,true
G6PD_Data.1608,1608,Togo,7.585,0.599,Multiple points,Male,168,31,,,"Bienzle, U., V. C. Okoye, et al. (1972). ""Haemoglobin and glucose-6-phosphate dehydrogenase variants: distribution in relation to malaria endemicity in a Togolese population."" Z Tropenmed Parasitol 23(1): 56-62.",177,TGO,true
